date,day_in_season,growth_stage,Kc,ET0_mm,ETc_mm,precip_mm,eff_precip_mm,net_irr_mm
2019-01-22,144,Development,0.767,5.79,4.44,0.0,0.0,4.44
2019-01-23,145,Development,0.772,5.31,4.1,0.0,0.0,4.1
2019-01-24,146,Development,0.778,4.46,3.47,0.3,0.24,3.23
2019-01-25,147,Development,0.783,2.18,1.71,5.4,4.32,0.0
2019-01-26,148,Development,0.789,1.76,1.39,7.8,6.24,0.0
2019-01-27,149,Development,0.794,4.65,3.69,0.6,0.48,3.21
2019-01-28,150,Development,0.8,3.51,2.81,1.3,1.04,1.77
2019-01-29,151,Mid-season,0.8,3.48,2.78,0.7,0.56,2.22
2019-01-30,152,Mid-season,0.8,3.84,3.07,0.0,0.0,3.07
2019-01-31,153,Mid-season,0.8,3.66,2.93,0.8,0.64,2.29
2019-02-01,154,Mid-season,0.8,4.38,3.5,0.2,0.16,3.34
2019-02-02,155,Mid-season,0.8,2.36,1.89,8.2,6.56,0.0
2019-02-03,156,Mid-season,0.8,3.03,2.42,1.0,0.8,1.62
2019-02-04,157,Mid-season,0.8,2.92,2.34,0.3,0.24,2.1
2019-02-05,158,Mid-season,0.8,3.88,3.1,0.0,0.0,3.1
2019-02-06,159,Mid-season,0.8,4.35,3.48,0.0,0.0,3.48
2019-02-07,160,Mid-season,0.8,4.47,3.58,0.2,0.16,3.42
2019-02-08,161,Mid-season,0.8,4.58,3.66,0.7,0.56,3.1
2019-02-09,162,Mid-season,0.8,3.79,3.03,2.1,1.68,1.35
2019-02-10,163,Mid-season,0.8,5.05,4.04,1.0,0.8,3.24
2019-02-11,164,Mid-season,0.8,3.56,2.85,1.9,1.52,1.33
2019-02-12,165,Mid-season,0.8,3.93,3.14,1.6,1.28,1.86
2019-02-13,166,Mid-season,0.8,3.54,2.83,5.6,4.48,0.0
2019-02-14,167,Mid-season,0.8,2.28,1.82,7.8,6.24,0.0
2019-02-15,168,Mid-season,0.8,3.3,2.64,0.8,0.64,2.0
2019-02-16,169,Mid-season,0.8,4.07,3.26,0.0,0.0,3.26
2019-02-17,170,Mid-season,0.8,4.37,3.5,0.0,0.0,3.5
2019-02-18,171,Mid-season,0.8,4.5,3.6,0.5,0.4,3.2
2019-02-19,172,Mid-season,0.8,4.68,3.74,0.2,0.16,3.58
2019-02-20,173,Mid-season,0.8,5.23,4.18,2.6,2.08,2.1
2019-02-21,174,Mid-season,0.8,5.56,4.45,0.0,0.0,4.45
2019-02-22,175,Mid-season,0.8,4.23,3.38,1.4,1.12,2.26
2019-02-23,176,Mid-season,0.8,5.12,4.1,0.6,0.48,3.62
2019-02-24,177,Mid-season,0.8,4.51,3.61,0.0,0.0,3.61
2019-02-25,178,Mid-season,0.8,4.0,3.2,2.2,1.76,1.44
2019-02-26,179,Mid-season,0.8,3.99,3.19,1.3,1.04,2.15
2019-02-27,180,Mid-season,0.8,3.94,3.15,16.7,13.36,0.0
2019-02-28,181,Mid-season,0.8,4.48,3.58,1.1,0.88,2.7
2019-03-01,182,Mid-season,0.8,4.41,3.53,0.7,0.56,2.97
2019-03-02,183,Mid-season,0.8,4.56,3.65,1.1,0.88,2.77
2019-03-03,184,Mid-season,0.8,4.51,3.61,1.6,1.28,2.33
2019-03-04,185,Mid-season,0.8,4.84,3.87,0.4,0.32,3.55
2019-03-05,186,Mid-season,0.8,4.74,3.79,0.3,0.24,3.55
2019-03-06,187,Mid-season,0.8,4.58,3.66,0.2,0.16,3.5
2019-03-07,188,Mid-season,0.8,5.79,4.63,0.0,0.0,4.63
2019-03-08,189,Mid-season,0.8,5.14,4.11,0.6,0.48,3.63
2019-03-09,190,Mid-season,0.8,4.58,3.66,1.9,1.52,2.14
2019-03-10,191,Mid-season,0.8,5.54,4.43,0.0,0.0,4.43
2019-03-11,192,Mid-season,0.8,5.02,4.02,0.0,0.0,4.02
2019-03-12,193,Mid-season,0.8,4.5,3.6,0.0,0.0,3.6
2019-03-13,194,Mid-season,0.8,4.54,3.63,1.1,0.88,2.75
2019-03-14,195,Mid-season,0.8,4.29,3.43,0.3,0.24,3.19
2019-03-15,196,Mid-season,0.8,5.74,4.59,0.0,0.0,4.59
2019-03-16,197,Mid-season,0.8,5.14,4.11,0.0,0.0,4.11
2019-03-17,198,Mid-season,0.8,3.9,3.12,0.2,0.16,2.96
2019-03-18,199,Mid-season,0.8,3.07,2.46,0.7,0.56,1.9
2019-03-19,200,Mid-season,0.8,3.17,2.54,4.1,3.28,0.0
2019-03-20,201,Mid-season,0.8,3.34,2.67,5.6,4.48,0.0
2019-03-21,202,Mid-season,0.8,4.1,3.28,2.6,2.08,1.2
2019-03-22,203,Mid-season,0.8,5.41,4.33,0.0,0.0,4.33
2019-03-23,204,Mid-season,0.8,5.42,4.34,0.0,0.0,4.34
2019-03-24,205,Mid-season,0.8,5.03,4.02,0.7,0.56,3.46
2019-03-25,206,Mid-season,0.8,4.5,3.6,2.8,2.24,1.36
2019-03-26,207,Mid-season,0.8,4.91,3.93,0.2,0.16,3.77
2019-03-27,208,Mid-season,0.8,4.91,3.93,8.2,6.56,0.0
2019-03-28,209,Mid-season,0.8,6.1,4.88,0.8,0.64,4.24
2019-03-29,210,Mid-season,0.8,6.14,4.91,0.0,0.0,4.91
2019-03-30,211,Mid-season,0.8,4.22,3.38,1.4,1.12,2.26
2019-03-31,212,Mid-season,0.8,4.33,3.46,1.8,1.44,2.02
2019-04-01,213,Mid-season,0.8,4.33,3.46,3.4,2.72,0.74
2019-04-02,214,Mid-season,0.8,5.71,4.57,1.9,1.52,3.05
2019-04-03,215,Mid-season,0.8,5.02,4.02,0.8,0.64,3.38
2019-04-04,216,Mid-season,0.8,4.61,3.69,0.5,0.4,3.29
2019-04-05,217,Mid-season,0.8,5.26,4.21,1.0,0.8,3.41
2019-04-06,218,Mid-season,0.8,5.17,4.14,0.9,0.72,3.42
2019-04-07,219,Mid-season,0.8,5.71,4.57,1.2,0.96,3.61
2019-04-08,220,Mid-season,0.8,5.82,4.66,0.5,0.4,4.26
2019-04-09,221,Mid-season,0.8,5.7,4.56,0.4,0.32,4.24
2019-04-10,222,Mid-season,0.8,2.47,1.98,15.5,12.4,0.0
2019-04-11,223,Mid-season,0.8,4.77,3.82,0.1,0.08,3.74
2019-04-12,224,Mid-season,0.8,5.68,4.54,1.4,1.12,3.42
2019-04-13,225,Mid-season,0.8,6.16,4.93,0.2,0.16,4.77
2019-04-14,226,Mid-season,0.8,5.48,4.38,0.8,0.64,3.74
2019-04-15,227,Mid-season,0.8,5.88,4.7,1.3,1.04,3.66
2019-04-16,228,Mid-season,0.8,6.05,4.84,0.0,0.0,4.84
2019-04-17,229,Mid-season,0.8,6.09,4.87,0.9,0.72,4.15
2019-04-18,230,Mid-season,0.8,6.05,4.84,1.6,1.28,3.56
2019-04-19,231,Mid-season,0.8,6.63,5.3,1.6,1.28,4.02
2019-04-20,232,Mid-season,0.8,3.18,2.54,12.4,9.92,0.0
2019-04-21,233,Mid-season,0.8,5.98,4.78,0.2,0.16,4.62
2019-04-22,234,Mid-season,0.8,6.47,5.18,0.0,0.0,5.18
2019-04-23,235,Mid-season,0.8,6.31,5.05,0.0,0.0,5.05
2019-04-24,236,Mid-season,0.8,5.71,4.57,0.5,0.4,4.17
2019-04-25,237,Mid-season,0.8,5.2,4.16,0.8,0.64,3.52
2019-04-26,238,Mid-season,0.8,6.05,4.84,1.3,1.04,3.8
2019-04-27,239,Mid-season,0.8,5.7,4.56,0.8,0.64,3.92
2019-04-28,240,Mid-season,0.8,3.14,2.51,3.4,2.72,0.0
2019-04-29,241,Mid-season,0.8,5.97,4.78,0.4,0.32,4.46
2019-04-30,242,Mid-season,0.8,6.42,5.14,1.3,1.04,4.1
2019-05-01,243,Mid-season,0.8,5.36,4.29,4.4,3.52,0.77
2019-05-02,244,Mid-season,0.8,2.85,2.28,5.7,4.56,0.0
2019-05-03,245,Mid-season,0.8,5.85,4.68,0.5,0.4,4.28
2019-05-04,246,Mid-season,0.8,5.61,4.49,3.3,2.64,1.85
2019-05-05,247,Mid-season,0.8,5.32,4.26,1.6,1.28,2.98
2019-05-06,248,Mid-season,0.8,5.34,4.27,0.3,0.24,4.03
2019-05-07,249,Mid-season,0.8,5.45,4.36,0.0,0.0,4.36
2019-05-08,250,Mid-season,0.8,6.18,4.94,0.0,0.0,4.94
2019-05-09,251,Mid-season,0.8,4.66,3.73,1.9,1.52,2.21
2019-05-10,252,Mid-season,0.8,6.11,4.89,0.1,0.08,4.81
2019-05-11,253,Mid-season,0.8,6.9,5.52,1.8,1.44,4.08
2019-05-12,254,Mid-season,0.8,5.49,4.39,2.0,1.6,2.79
2019-05-13,255,Mid-season,0.8,6.05,4.84,8.4,6.72,0.0
2019-05-14,256,Mid-season,0.8,6.07,4.86,2.5,2.0,2.86
2019-05-15,257,Mid-season,0.8,5.06,4.05,10.2,8.16,0.0
2019-05-16,258,Mid-season,0.8,2.61,2.09,32.2,25.76,0.0
2019-05-17,259,Mid-season,0.8,5.06,4.05,1.9,1.52,2.53
2019-05-18,260,Mid-season,0.8,5.66,4.53,0.9,0.72,3.81
2019-05-19,261,Late,0.792,5.51,4.36,7.2,5.76,0.0
2019-05-20,262,Late,0.783,5.97,4.68,0.9,0.72,3.96
2019-05-21,263,Late,0.775,5.84,4.53,1.6,1.28,3.25
2019-05-22,264,Late,0.767,6.53,5.01,0.0,0.0,5.01
2019-05-23,265,Late,0.758,7.15,5.42,0.8,0.64,4.78
2019-05-24,266,Late,0.75,7.53,5.65,0.0,0.0,5.65
2019-05-25,267,Late,0.742,7.37,5.47,0.1,0.08,5.39
2019-05-26,268,Late,0.733,6.5,4.77,0.2,0.16,4.61
2019-05-27,269,Late,0.725,6.86,4.97,0.0,0.0,4.97
2019-05-28,270,Late,0.717,6.78,4.86,0.0,0.0,4.86
2019-05-29,271,Late,0.708,6.73,4.77,0.4,0.32,4.45
2019-05-30,272,Late,0.7,6.7,4.69,1.0,0.8,3.89
2019-05-31,273,Late,0.692,6.63,4.59,0.7,0.56,4.03
